(-0.68, 0.46)
(-0.67, 0.46)
(-0.67, 0.45)
(-0.67, 0.44)
(-0.66, 0.44)
(-0.66, 0.43)
(-0.65, 0.43)
(-0.65, 0.42)
(-0.65, 0.42)
(-0.64, 0.41)
(-0.64, 0.41)
(-0.63, 0.40)
(-0.63, 0.40)
(-0.63, 0.39)
(-0.62, 0.39)
(-0.62, 0.38)
(-0.61, 0.38)
(-0.61, 0.37)
(-0.61, 0.37)
(-0.60, 0.36)
(-0.60, 0.36)
(-0.59, 0.35)
(-0.59, 0.35)
(-0.59, 0.34)
(-0.58, 0.34)
(-0.58, 0.33)
(-0.57, 0.33)
(-0.57, 0.33)
(-0.57, 0.32)
(-0.56, 0.32)
(-0.56, 0.31)
(-0.55, 0.31)
(-0.55, 0.30)
(-0.55, 0.30)
(-0.54, 0.29)
(-0.54, 0.29)
(-0.53, 0.29)
(-0.53, 0.28)
(-0.53, 0.28)
(-0.52, 0.27)
(-0.52, 0.27)
(-0.51, 0.26)
(-0.51, 0.26)
(-0.51, 0.26)
(-0.50, 0.25)
(-0.50, 0.25)
(-0.49, 0.24)
(-0.49, 0.24)
(-0.49, 0.24)
(-0.48, 0.23)
(-0.48, 0.23)
(-0.47, 0.23)
(-0.47, 0.22)
(-0.47, 0.22)
(-0.46, 0.21)
(-0.46, 0.21)
(-0.45, 0.21)
(-0.45, 0.20)
(-0.45, 0.20)
(-0.44, 0.20)
(-0.44, 0.19)
(-0.43, 0.19)
(-0.43, 0.19)
(-0.43, 0.18)
(-0.42, 0.18)
(-0.42, 0.18)
(-0.41, 0.17)
(-0.41, 0.17)
(-0.41, 0.17)
(-0.40, 0.16)
(-0.40, 0.16)
(-0.39, 0.16)
(-0.39, 0.15)
(-0.39, 0.15)
(-0.38, 0.15)
(-0.38, 0.14)
(-0.37, 0.14)
(-0.37, 0.14)
(-0.37, 0.13)
(-0.36, 0.13)
(-0.36, 0.13)
(-0.35, 0.13)
(-0.35, 0.12)
(-0.35, 0.12)
(-0.34, 0.12)
(-0.34, 0.11)
(-0.33, 0.11)
(-0.33, 0.11)
(-0.33, 0.11)
(-0.32, 0.10)
(-0.32, 0.10)
(-0.31, 0.10)
(-0.31, 0.10)
(-0.31, 0.09)
(-0.30, 0.09)
(-0.30, 0.09)
(-0.29, 0.09)
(-0.29, 0.08)
(-0.29, 0.08)
(-0.28, 0.08)
(-0.28, 0.08)
(-0.27, 0.08)
(-0.27, 0.07)
(-0.27, 0.07)
(-0.26, 0.07)
(-0.26, 0.07)
(-0.25, 0.06)
(-0.25, 0.06)
(-0.25, 0.06)
(-0.24, 0.06)
(-0.24, 0.06)
(-0.23, 0.05)
(-0.23, 0.05)
(-0.23, 0.05)
(-0.22, 0.05)
(-0.22, 0.05)
(-0.21, 0.05)
(-0.21, 0.04)
(-0.21, 0.04)
(-0.20, 0.04)
(-0.20, 0.04)
(-0.19, 0.04)
(-0.19, 0.04)
(-0.19, 0.03)
(-0.18, 0.03)
(-0.18, 0.03)
(-0.17, 0.03)
(-0.17, 0.03)
(-0.17, 0.03)
(-0.16, 0.03)
(-0.16, 0.03)
(-0.15, 0.02)
(-0.15, 0.02)
(-0.15, 0.02)
(-0.14, 0.02)
(-0.14, 0.02)
(-0.13, 0.02)
(-0.13, 0.02)
(-0.13, 0.02)
(-0.12, 0.01)
(-0.12, 0.01)
(-0.11, 0.01)
(-0.11, 0.01)
(-0.11, 0.01)
(-0.10, 0.01)
(-0.10, 0.01)
(-0.09, 0.01)
(-0.09, 0.01)
(-0.09, 0.01)
(-0.08, 0.01)
(-0.08, 0.01)
(-0.07, 0.01)
(-0.07, 0.00)
(-0.07, 0.00)
(-0.06, 0.00)
(-0.06, 0.00)
(-0.05, 0.00)
(-0.05, 0.00)
(-0.05, 0.00)
(-0.04, 0.00)
(-0.04, 0.00)
(-0.03, 0.00)
(-0.03, 0.00)
(-0.03, 0.00)
(-0.02, 0.00)
(-0.02, 0.00)
(-0.01, 0.00)
(-0.01, 0.00)
(-0.01, 0.00)
(-0.00, -0.00)
(0.00, -0.00)
(0.01, 0.00)
(0.01, 0.00)
(0.01, 0.00)
(0.02, 0.00)
(0.02, 0.00)
(0.03, 0.00)
(0.03, 0.00)
(0.03, 0.00)
(0.04, 0.00)
(0.04, 0.00)
(0.05, 0.00)
(0.05, 0.00)
(0.05, 0.00)
(0.06, 0.00)
(0.06, 0.00)
(0.07, 0.00)
(0.07, 0.00)
(0.07, 0.01)
(0.08, 0.01)
(0.08, 0.01)
(0.09, 0.01)
(0.09, 0.01)
(0.09, 0.01)
(0.10, 0.01)
(0.10, 0.01)
(0.11, 0.01)
(0.11, 0.01)
(0.11, 0.01)
(0.12, 0.01)
(0.12, 0.01)
(0.13, 0.02)
(0.13, 0.02)
(0.13, 0.02)
(0.14, 0.02)
(0.14, 0.02)
(0.15, 0.02)
(0.15, 0.02)
(0.15, 0.02)
(0.16, 0.03)
(0.16, 0.03)
(0.17, 0.03)
(0.17, 0.03)
(0.17, 0.03)
(0.18, 0.03)
(0.18, 0.03)
(0.19, 0.03)
(0.19, 0.04)
(0.19, 0.04)
(0.20, 0.04)
(0.20, 0.04)
(0.21, 0.04)
(0.21, 0.04)
(0.21, 0.05)
(0.22, 0.05)
(0.22, 0.05)
(0.23, 0.05)
(0.23, 0.05)
(0.23, 0.05)
(0.24, 0.06)
(0.24, 0.06)
(0.25, 0.06)
(0.25, 0.06)
(0.25, 0.06)
(0.26, 0.07)
(0.26, 0.07)
(0.27, 0.07)
(0.27, 0.07)
(0.27, 0.08)
(0.28, 0.08)
(0.28, 0.08)
(0.29, 0.08)
(0.29, 0.08)
(0.29, 0.09)
(0.30, 0.09)
(0.30, 0.09)
(0.31, 0.09)
(0.31, 0.10)
(0.31, 0.10)
(0.32, 0.10)
(0.32, 0.10)
(0.33, 0.11)
(0.33, 0.11)
(0.33, 0.11)
(0.34, 0.11)
(0.34, 0.12)
(0.35, 0.12)
(0.35, 0.12)
(0.35, 0.13)
(0.36, 0.13)
(0.36, 0.13)
(0.37, 0.13)
(0.37, 0.14)
(0.37, 0.14)
(0.38, 0.14)
(0.38, 0.15)
(0.39, 0.15)
(0.39, 0.15)
(0.39, 0.16)
(0.40, 0.16)
(0.40, 0.16)
(0.41, 0.17)
(0.41, 0.17)
(0.41, 0.17)
(0.42, 0.18)
(0.42, 0.18)
(0.43, 0.18)
(0.43, 0.19)
(0.43, 0.19)
(0.44, 0.19)
(0.44, 0.20)
(0.45, 0.20)
(0.45, 0.20)
(0.45, 0.21)
(0.46, 0.21)
(0.46, 0.21)
(0.47, 0.22)
(0.47, 0.22)
(0.47, 0.23)
(0.48, 0.23)
(0.48, 0.23)
(0.49, 0.24)
(0.49, 0.24)
(0.49, 0.24)
(0.50, 0.25)
(0.50, 0.25)
(0.51, 0.26)
(0.51, 0.26)
(0.51, 0.26)
(0.52, 0.27)
(0.52, 0.27)
(0.53, 0.28)
(0.53, 0.28)
(0.53, 0.29)
(0.54, 0.29)
(0.54, 0.29)
(0.55, 0.30)
(0.55, 0.30)
(0.55, 0.31)
(0.56, 0.31)
(0.56, 0.32)
(0.57, 0.32)
(0.57, 0.33)
(0.57, 0.33)
(0.58, 0.33)
(0.58, 0.34)
(0.59, 0.34)
(0.59, 0.35)
(0.59, 0.35)
(0.60, 0.36)
(0.60, 0.36)
(0.61, 0.37)
(0.61, 0.37)
(0.61, 0.38)
(0.62, 0.38)
(0.62, 0.39)
(0.63, 0.39)
(0.63, 0.40)
(0.63, 0.40)
(0.64, 0.41)
(0.64, 0.41)
(0.65, 0.42)
(0.65, 0.42)
(0.65, 0.43)
(0.66, 0.43)
(0.66, 0.44)
(0.67, 0.44)
(0.67, 0.45)
(0.67, 0.46)
(0.68, 0.46)
(0.68, 0.47)
(0.69, 0.47)
(0.69, 0.48)
(0.69, 0.48)
(0.70, 0.49)
(0.70, 0.49)
(0.71, 0.50)
(0.71, 0.51)
(0.71, 0.51)
(0.72, 0.52)
(0.72, 0.52)
(0.73, 0.53)
(0.73, 0.53)
(0.73, 0.54)
(0.74, 0.55)
(0.74, 0.55)
(0.75, 0.56)
(0.75, 0.56)
(0.75, 0.57)
(0.76, 0.58)
(0.76, 0.58)
(0.77, 0.59)
(0.77, 0.59)
(0.77, 0.60)
(0.78, 0.61)
(0.78, 0.61)
(0.79, 0.62)
(0.79, 0.63)
(0.79, 0.63)
(0.80, 0.64)
(0.80, 0.64)
(0.81, 0.65)
(0.81, 0.66)
(0.81, 0.66)
(0.82, 0.67)
(0.82, 0.68)
(0.83, 0.68)
(0.83, 0.69)
(0.83, 0.70)
(0.84, 0.70)
(0.84, 0.71)
(0.85, 0.72)
(0.85, 0.72)
(0.85, 0.73)
(0.86, 0.74)
(0.86, 0.74)
(0.87, 0.75)
(0.87, 0.76)
(0.87, 0.77)
(0.88, 0.77)
(0.88, 0.78)
(0.89, 0.79)
(0.89, 0.79)
(0.89, 0.80)
(0.90, 0.81)
(0.90, 0.82)
(0.91, 0.82)
(0.91, 0.83)
(0.91, 0.84)
(0.92, 0.84)
(0.92, 0.85)
(0.93, 0.86)
(0.93, 0.87)
(0.93, 0.87)
(0.94, 0.88)
(0.94, 0.89)
(0.95, 0.90)
(0.95, 0.90)
(0.95, 0.91)
(0.96, 0.92)
(0.96, 0.93)
(0.97, 0.94)
(0.97, 0.94)
(0.97, 0.95)
(0.98, 0.96)
(0.98, 0.97)
(0.99, 0.97)
(0.99, 0.98)
(0.99, 0.99)
(1.00, 1.00)
(1.00, 1.01)
(1.01, 1.01)
(1.01, 1.02)
(1.02, 1.03)
(1.02, 1.04)
(1.02, 1.05)
(1.03, 1.05)
(1.03, 1.06)
(1.04, 1.07)
(1.04, 1.08)
(1.04, 1.09)
(1.05, 1.10)
(1.05, 1.10)
(1.06, 1.11)
(1.06, 1.12)
(1.06, 1.13)
(1.07, 1.14)
(1.07, 1.15)
(1.08, 1.16)
(1.08, 1.16)
(1.08, 1.17)
(1.09, 1.18)
(1.09, 1.19)
(1.10, 1.20)
(1.10, 1.21)
(1.10, 1.22)
(1.11, 1.23)
(1.11, 1.23)
(1.12, 1.24)
(1.12, 1.25)
(1.12, 1.26)
(1.13, 1.27)
(1.13, 1.28)
(1.14, 1.29)
(1.14, 1.30)
(1.14, 1.31)
(1.15, 1.32)
(1.15, 1.33)
(1.16, 1.33)
(1.16, 1.34)
(1.16, 1.35)
(1.17, 1.36)
(1.17, 1.37)
(1.18, 1.38)
(1.18, 1.39)
(1.18, 1.40)
(1.19, 1.41)
(1.19, 1.42)
(1.20, 1.43)
(1.20, 1.44)
(1.20, 1.45)
(1.21, 1.46)
(1.21, 1.47)
(1.22, 1.48)
(1.22, 1.49)
(1.22, 1.50)
(1.23, 1.51)
(1.23, 1.52)
(1.24, 1.53)
(1.24, 1.54)
(1.24, 1.55)
(1.25, 1.56)
(1.25, 1.57)
(1.26, 1.58)
(1.26, 1.59)
(1.26, 1.60)
(1.27, 1.61)
(1.27, 1.62)
(1.28, 1.63)
(1.28, 1.64)
(1.28, 1.65)
(1.29, 1.66)
(1.29, 1.67)
(1.30, 1.68)
(1.30, 1.69)
(1.30, 1.70)
(1.31, 1.71)
(1.31, 1.72)
(1.32, 1.73)
(1.32, 1.74)
(1.32, 1.75)
(1.33, 1.76)
(1.33, 1.77)
(1.34, 1.78)
(1.34, 1.79)
(1.34, 1.80)
(1.35, 1.82)
(1.35, 1.83)
(1.36, 1.84)
(1.36, 1.85)
(1.36, 1.86)
(1.37, 1.87)
(1.37, 1.88)
(1.38, 1.89)
(1.38, 1.90)
(1.38, 1.91)
(1.39, 1.92)
(1.39, 1.94)
(1.40, 1.95)
(1.40, 1.96)
(1.40, 1.97)
(1.41, 1.98)
(1.41, 1.99)
(1.42, 2.00)
(1.42, 2.01)
(1.42, 2.03)
(1.43, 2.04)
(1.43, 2.05)
(1.44, 2.06)
(1.44, 2.07)
(1.44, 2.08)
(1.45, 2.10)
(1.45, 2.11)
(1.46, 2.12)
(1.46, 2.13)
(1.46, 2.14)
(1.47, 2.15)
(1.47, 2.17)
(1.48, 2.18)
(1.48, 2.19)
(1.48, 2.20)
(1.49, 2.21)
(1.49, 2.22)
(1.50, 2.24)
(1.50, 2.25)
(1.50, 2.26)
(1.51, 2.27)
(1.51, 2.28)
(1.52, 2.30)
(1.52, 2.31)
(1.52, 2.32)
(1.53, 2.33)
(1.53, 2.35)
(1.54, 2.36)
(1.54, 2.37)
(1.54, 2.38)
(1.55, 2.39)
(1.55, 2.41)
(1.56, 2.42)
(1.56, 2.43)
(1.56, 2.44)
(1.57, 2.46)
(1.57, 2.47)
(1.58, 2.48)
(1.58, 2.50)
(1.58, 2.51)
(1.59, 2.52)
(1.59, 2.53)
(1.60, 2.55)
(1.60, 2.56)
(1.60, 2.57)
(1.61, 2.58)
(1.61, 2.60)
(1.62, 2.61)
(1.62, 2.62)
(1.62, 2.64)
(1.63, 2.65)
(1.63, 2.66)
(1.64, 2.68)
(1.64, 2.69)
(1.64, 2.70)
(1.65, 2.71)
(1.65, 2.73)
(1.66, 2.74)
(1.66, 2.75)
(1.66, 2.77)
(1.67, 2.78)
(1.67, 2.79)
(1.68, 2.81)
(1.68, 2.82)
(1.68, 2.83)
(1.69, 2.85)
(1.69, 2.86)
(1.70, 2.88)
(1.70, 2.89)
(1.70, 2.90)
(1.71, 2.92)
(1.71, 2.93)
(1.72, 2.94)
(1.72, 2.96)
(1.72, 2.97)
(1.73, 2.99)
(1.73, 3.00)
(1.74, 3.01)
(1.74, 3.03)
(1.74, 3.04)
(1.75, 3.05)
(1.75, 3.07)
(1.76, 3.08)
(1.76, 3.10)
(1.76, 3.11)
(1.77, 3.12)
(1.77, 3.14)
(1.78, 3.15)
(1.78, 3.17)
(1.78, 3.18)
(1.79, 3.20)
(1.79, 3.21)
(1.80, 3.22)
(1.80, 3.24)
(1.80, 3.25)
(1.81, 3.27)
(1.81, 3.28)
(1.82, 3.30)
(1.82, 3.31)
(1.82, 3.33)
(1.83, 3.34)
(1.83, 3.36)
(1.84, 3.37)
(1.84, 3.39)
(1.84, 3.40)
(1.85, 3.41)
(1.85, 3.43)
(1.86, 3.44)
(1.86, 3.46)
(1.86, 3.47)
(1.87, 3.49)
(1.87, 3.50)
(1.88, 3.52)
(1.88, 3.53)
(1.88, 3.55)
(1.89, 3.56)
(1.89, 3.58)
(1.90, 3.59)
(1.90, 3.61)
(1.90, 3.62)
(1.91, 3.64)
(1.91, 3.66)
(1.92, 3.67)
(1.92, 3.69)
(1.92, 3.70)
(1.93, 3.72)
(1.93, 3.73)
(1.94, 3.75)
(1.94, 3.76)
(1.94, 3.78)
(1.95, 3.79)
(1.95, 3.81)
(1.96, 3.83)
(1.96, 3.84)
(1.96, 3.86)
(1.97, 3.87)
(1.97, 3.89)
(1.98, 3.90)
(1.98, 3.92)
(1.98, 3.94)
(1.99, 3.95)
(1.99, 3.97)
(2.00, 3.98)
(2.00, 4.01)
